,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,アルバイト,200507,高橋紗月,2013,1988/12/9,30代,23,0,0,1,PA,R200507,,,5,5,5,5,5,,5,4,5,3,4,4,4,5,5,2,,,,5,5,4,2,5,5,,3,5,,,5,5,4,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,アルバイト,200508,後藤麻衣,2008,1972/11/28,50代,13,0,0,1,PA,R200508,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,アルバイト,200509,岡田理沙,2024,1981/11/3,40代,17,0,0,1,PA,R200509,,,5,5,5,5,5,,5,4,5,5,5,5,4,5,5,5,,,,5,5,5,5,5,5,,5,5,,,1,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,4,,5,5,,,,,,,,5,4,5,5,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,アルバイト,200510,山田明美,2016,2003/12/4,20代,19,0,0,1,PA,R200510,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,5,,,1,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,パート,200511,太田由美,2017,2001/11/10,20代,16,0,0,1,PA,R200511,,,4,4,5,5,5,,5,5,5,4,3,2,4,4,5,4,,,,5,4,3,3,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,3,1,3,,,,2,4,4,,5,,4,5,,,,,,,,4,5,4,4,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,佐藤優子,1013,1013店,パート･アルバイト,アルバイト,200512,前田健二,2010,1987/10/20,30代,13,0,0,1,PA,R200512,,,5,5,5,4,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,3,4,,3,,5,5,,,,,,,,5,5,5,5,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,アルバイト,200513,渡辺優子,2005,2004/4/6,20代,3,0,0,1,PA,R200513,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,アルバイト,200514,小川智子,2019,1989/5/3,30代,20,0,0,1,PA,R200514,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,アルバイト,200515,池田杏,2023,2004/10/10,20代,23,0,0,1,PA,R200515,,,3,3,3,3,3,,3,3,3,3,2,4,3,2,2,5,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,パート,200516,阿部楓,2012,1998/5/8,20代,1,0,0,1,PA,R200516,,,4,4,4,4,4,,4,4,4,5,4,4,5,5,4,2,,,,3,2,4,4,4,4,,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,,4,,4,3,,,,,,,,4,4,4,4,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,パート,200517,斎藤葵,2022,1978/1/23,40代,22,0,0,1,PA,R200517,,,5,5,5,3,5,,5,5,4,4,5,4,5,5,3,5,,,,5,3,3,5,3,3,,3,5,,,4,4,5,5,5,5,5,5,5,5,5,5,,,,3,5,4,,5,,5,5,,,,,,,,3,3,5,4,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200518,斎藤彩花,2015,1998/5/1,20代,0,0,0,1,PA,R200518,,,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,3,4,4,,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,,4,,4,4,,,,,,,,4,4,3,4,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,パート,200519,石川浩,2012,1978/10/12,40代,17,0,0,1,PA,R200519,,,3,2,3,5,3,,3,3,3,2,2,3,3,3,3,3,,,,2,3,3,3,3,3,,3,3,,,3,5,2,3,2,2,3,2,2,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,アルバイト,200520,加藤悠真,2016,2002/6/11,20代,4,0,0,1,PA,R200520,,,5,4,3,3,5,,3,3,3,3,3,4,4,3,3,2,,,,5,4,3,3,5,3,,3,3,,,1,3,3,5,3,3,5,3,3,3,3,3,,,,3,3,3,,3,,2,5,,,,,,,,3,4,3,5,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,アルバイト,200521,清水彩花,2019,1995/9/26,30代,13,0,0,1,PA,R200521,,,4,4,4,4,4,,4,4,4,4,4,3,3,4,4,4,,,,4,4,4,4,4,4,,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,,4,,4,4,,,,,,,,4,4,4,4,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,パート,200522,加藤楓,2006,2003/7/21,20代,2,0,0,1,PA,R200522,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,アルバイト,200523,高橋大輔,2010,1988/7/22,30代,19,0,0,1,PA,R200523,,,3,3,3,3,3,,3,5,3,3,3,3,4,5,3,4,,,,3,2,2,5,4,3,,3,3,,,2,3,5,4,5,5,4,5,5,5,5,5,,,,4,3,3,,3,,3,4,,,,,,,,4,4,5,4,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,アルバイト,200524,石井淳,2005,1971/1/6,50代,19,0,0,1,PA,R200524,,,3,4,3,3,4,,4,3,3,4,2,4,4,5,2,4,,,,4,3,4,4,4,2,,2,5,,,2,2,5,4,5,5,4,5,5,4,4,5,,,,2,4,4,,4,,2,4,,,,,,,,4,4,4,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,アルバイト,200525,西村淳,2013,1976/7/15,40代,25,0,0,1,PA,R200525,,,3,4,4,4,4,,4,3,3,4,3,4,4,5,4,4,,,,4,3,4,4,4,4,,5,4,,,4,4,4,4,4,4,4,4,4,5,4,5,,,,4,4,4,,5,,3,4,,,,,,,,4,4,4,4,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,パート,200526,藤井雅人,2012,2000/2/1,20代,12,0,0,1,PA,R200526,,,3,3,1,3,3,,3,1,1,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,1,3,,,,,,,,3,3,3,3,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,パート,200527,太田隆,2017,1988/2/22,30代,17,0,0,1,PA,R200527,,,5,5,5,3,5,,3,5,5,3,3,5,5,5,5,2,,,,5,5,5,5,5,5,,5,5,,,5,5,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,アルバイト,200528,橋本翔太,2020,1979/10/17,40代,11,0,0,1,PA,R200528,,,5,5,5,5,5,,5,4,4,5,5,5,5,4,4,4,,,,5,5,5,5,5,5,,5,5,,,4,4,5,5,5,5,5,5,5,5,5,4,,,,4,5,5,,4,,5,5,,,,,,,,5,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,アルバイト,200529,近藤由美,2022,1989/11/10,30代,21,0,0,1,PA,R200529,,,2,4,3,3,3,,5,3,2,1,3,4,4,4,5,2,,,,3,2,3,2,4,3,,3,3,,,3,1,3,4,5,5,4,5,5,5,5,5,,,,5,4,2,,5,,4,4,,,,,,,,4,3,2,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,アルバイト,200530,山崎直樹,2023,1988/11/18,30代,9,0,0,1,PA,R200530,,,5,5,5,5,5,,5,5,5,5,3,5,5,5,3,5,,,,5,5,5,5,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,パート,200531,斎藤結衣,2016,1983/11/13,40代,16,0,0,1,PA,R200531,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,佐藤優子,1013,1013店,パート･アルバイト,パート,200532,長谷川美咲,2017,1988/6/25,30代,23,0,0,1,PA,R200532,,,5,5,4,4,5,,5,2,3,5,4,4,5,3,4,4,,,,3,3,3,3,4,4,,2,5,,,4,3,5,5,4,4,5,4,4,5,5,5,,,,4,4,3,,4,,2,4,,,,,,,,5,4,5,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,アルバイト,200533,森結衣,2024,1977/12/22,40代,8,0,0,1,PA,R200533,,,5,5,5,4,4,,5,5,5,5,5,5,5,5,4,5,,,,4,5,5,5,5,5,,5,4,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,4,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,アルバイト,200534,伊藤雄一,2025,1994/3/26,30代,17,0,0,1,PA,R200534,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,アルバイト,200535,藤田淳,2021,1983/7/3,40代,24,0,0,1,PA,R200535,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,4,2,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,2,3,3,,3,,3,3,,,,,,,,3,3,3,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,アルバイト,200536,佐藤淳,2023,2005/10/19,20代,14,0,0,1,PA,R200536,,,5,5,4,5,5,,4,4,5,4,5,5,5,5,5,4,,,,4,3,3,3,4,4,,4,4,,,4,3,4,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,4,4,4,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,パート,200537,藤井雅人,2016,1985/7/23,40代,22,0,0,1,PA,R200537,,,3,3,3,3,3,,3,3,3,4,2,2,2,3,4,5,,,,3,3,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200538,福田裕子,2008,1979/1/8,40代,14,0,0,1,PA,R200538,,,5,5,5,5,5,,5,5,5,5,5,4,4,4,3,5,,,,5,5,5,5,5,5,,5,5,,,1,5,5,5,5,5,5,5,5,5,3,1,,,,3,5,5,,5,,3,5,,,,,,,,5,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,アルバイト,200539,鈴木淳,2018,2000/11/24,20代,0,0,0,1,PA,R200539,,,5,5,5,5,5,,5,5,4,5,4,5,5,4,5,4,,,,5,5,5,5,5,5,,5,5,,,4,5,5,5,5,5,5,5,5,5,4,4,,,,3,4,5,,4,,4,5,,,,,,,,4,5,5,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,パート,200540,阿部凛,2008,1993/3/2,30代,22,0,0,1,PA,R200540,,,4,5,5,5,4,,5,5,4,5,5,5,5,4,5,5,,,,4,2,4,3,5,5,,5,5,,,5,5,4,5,5,5,5,5,5,5,5,4,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,パート,200541,山本美咲,2017,1970/4/15,50代,24,0,0,1,PA,R200541,,,2,2,3,2,3,,2,3,3,2,2,4,3,5,5,4,,,,1,1,1,3,2,2,,2,4,,,5,3,3,2,3,3,2,3,3,5,5,5,,,,4,3,3,,3,,2,2,,,,,,,,2,2,2,2,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,林さくら,1003,1003店,パート･アルバイト,アルバイト,200542,長谷川由美,2013,1976/7/12,40代,13,0,0,1,PA,R200542,,,3,3,3,3,3,,3,3,3,3,2,2,3,4,4,3,,,,3,3,3,2,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,橋本陽菜,1004,1004店,パート･アルバイト,パート,200543,太田大輔,2019,1974/3/18,50代,24,0,0,1,PA,R200543,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,3,5,3,3,3,3,,3,3,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,西村剛,1005,1005店,パート･アルバイト,パート,200544,森美穂,2025,1977/5/20,40代,21,0,0,1,PA,R200544,,,2,2,3,4,3,,2,4,3,2,3,1,2,5,2,5,,,,4,2,2,3,2,1,,3,1,,,4,4,2,2,3,3,2,3,3,3,2,3,,,,3,5,4,,4,,3,2,,,,,,,,3,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,藤田真由美,1006,1006店,パート･アルバイト,アルバイト,200545,阿部陽菜,2021,1983/1/11,40代,22,0,0,1,PA,R200545,,,3,3,3,3,3,,3,3,3,3,3,3,3,3,4,3,,,,3,2,3,3,3,3,,3,3,,,2,2,3,2,2,2,2,2,2,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,石川康介,1007,1007店,パート･アルバイト,アルバイト,200546,阿部健二,2024,1985/9/24,40代,3,0,0,1,PA,R200546,,,2,3,3,3,3,,3,4,4,3,2,3,4,3,4,3,,,,4,2,3,5,5,3,,3,2,,,3,3,3,3,3,3,3,3,3,3,3,5,,,,4,3,3,,3,,3,3,,,,,,,,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,石井凛,1008,1008店,パート･アルバイト,アルバイト,200547,青木陽菜,2018,1999/8/20,20代,20,0,0,1,PA,R200547,,,3,3,2,3,3,,3,1,2,5,4,3,5,5,3,3,,,,5,3,5,5,5,5,,5,3,,,2,2,3,3,3,3,3,3,3,5,3,3,,,,3,3,3,,3,,5,5,,,,,,,,3,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,山本彩花,1009,1009店,パート･アルバイト,アルバイト,200548,清水杏,2021,1976/1/2,50代,21,0,0,1,PA,R200548,,,4,4,5,5,4,,3,3,3,3,2,4,5,1,5,3,,,,5,5,4,4,3,3,,3,5,,,3,3,3,3,3,3,3,3,3,2,2,1,,,,5,3,3,,5,,3,3,,,,,,,,5,5,5,4,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,伊藤優子,1010,1010店,パート･アルバイト,アルバイト,200549,福田健太,2022,1983/4/14,40代,20,0,0,1,PA,R200549,,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,西村美咲,1011,1011店,パート･アルバイト,パート,200550,伊藤麻衣,2010,2000/7/1,20代,4,0,0,1,PA,R200550,,,4,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,4,5,5,4,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,4,,,,5,5,5,,5,,5,4,,,,,,,,5,4,5,5,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,松本結衣,1012,1012店,パート･アルバイト,アルバイト,200551,石川陽介,2012,1985/10/12,40代,15,0,0,1,PA,R200551,,,3,3,2,3,3,,3,3,3,3,4,3,3,3,4,3,,,,3,2,4,4,4,3,,3,4,,,3,3,4,3,3,3,3,3,3,4,5,5,,,,4,3,3,,3,,3,2,,,,,,,,3,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,佐藤優子,1013,1013店,パート･アルバイト,パート,200552,小川翔太,2014,2000/5/17,20代,18,0,0,1,PA,R200552,,,3,3,3,2,3,,3,5,3,4,3,1,2,5,3,5,,,,3,3,3,3,2,2,,1,3,,,3,2,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,3,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,後藤葵,1014,1014店,パート･アルバイト,アルバイト,200553,伊藤陽介,2023,1988/4/14,30代,1,0,0,1,PA,R200553,,,2,3,4,3,4,,5,4,1,4,2,4,4,3,5,2,,,,3,3,4,3,3,3,,3,3,,,5,3,3,5,5,5,5,5,5,3,3,3,,,,4,3,3,,3,,4,2,,,,,,,,3,4,2,2,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,渡辺誠,1015,1015店,パート･アルバイト,アルバイト,200554,阿部大樹,2015,1975/6/16,50代,23,0,0,1,PA,R200554,,,3,3,3,3,3,,3,3,3,5,3,3,3,5,3,3,,,,5,5,3,5,5,5,,3,3,,,3,3,3,3,5,5,3,5,5,3,3,3,,,,3,3,3,,3,,3,3,,,,,,,,5,3,3,3,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,後藤健二,1016,1016店,パート･アルバイト,アルバイト,200555,坂本結衣,2017,1993/11/4,30代,3,0,0,1,PA,R200555,,,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,4,4,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,,4,,4,4,,,,,,,,4,4,4,4,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,後藤健二,1017,1017店,パート･アルバイト,パート,200556,後藤真一,2015,1993/8/9,30代,23,0,0,1,PA,R200556,,,3,4,5,5,4,,3,4,4,3,3,4,4,3,5,4,,,,3,3,4,3,3,4,,4,4,,,3,3,3,3,3,3,3,3,3,4,4,3,,,,3,4,4,,4,,3,3,,,,,,,,4,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,石井美咲,1018,1018店,パート･アルバイト,アルバイト,200557,前田理沙,2010,1992/2/21,30代,1,0,0,1,PA,R200557,,,5,5,5,5,5,,5,5,5,5,3,5,5,5,5,5,,,,3,5,5,5,5,5,,5,5,,,3,5,5,5,5,5,5,5,5,5,5,5,,,,3,5,5,,5,,5,5,,,,,,,,5,5,5,5,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,佐藤奈々,1019,1019店,パート･アルバイト,アルバイト,200558,井上明美,2025,2005/9/2,20代,1,0,0,1,PA,R200558,,,4,4,4,4,5,,4,3,3,4,4,3,3,2,4,3,,,,5,4,4,4,4,4,,4,4,,,3,4,4,5,4,4,5,4,4,4,4,4,,,,4,4,4,,4,,4,4,,,,,,,,4,4,4,4,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,佐藤健二,1020,1020店,パート･アルバイト,アルバイト,200559,石井拓海,2017,1985/2/4,40代,2,0,0,1,PA,R200559,,,5,5,5,4,5,,4,5,4,5,5,5,5,4,5,4,,,,5,3,4,4,4,3,,4,5,,,3,4,4,5,5,5,5,5,5,5,5,5,,,,4,5,4,,4,,3,4,,,,,,,,4,3,4,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,後藤真一,1001,1001店,パート･アルバイト,パート,200560,小林さくら,2011,2003/4/19,20代,22,0,0,1,PA,R200560,,,5,5,5,5,5,,5,5,5,5,5,5,5,4,5,4,,,,5,5,5,5,5,5,,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,5,,5,5,,,,,,,,5,5,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,石井智子,1002,1002店,パート･アルバイト,パート,200561,渡辺智子,2005,1972/6/6,50代,7,0,0,1,PA,R200561,,,5,5,5,5,5,,4,3,3,4,4,4,5,4,5,4,,,,5,4,5,5,5,4,,3,4,,,4,4,3,5,5,5,5,5,5,5,5,4,,,,3,4,3,,4,,3,4,,,,,,,,5,4,4,4,5
