,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会社の満足度,職務満足度,会社の将来像への期待,顧客視点意識,貢献意欲,勤続意思,効果的チーム,理念・ビジョンの認知,理念・ビジョンの理解,公平な評価,活躍のチャンス,内容が変化に富んでいるか,技能多様性,タスク完結性,タスク重要性,自由・決定権があるか（自律性）,フィードバックはあるか,賃金の納得性,福利厚生の充実,ハラスメント,不平不満,社会的手抜き,安全管理,衛生管理,５Ｓ,労務管理,その他気になる箇所,知識付与（自身が受ける側）,部下育成知識（自身が教える側）,部下育成ツール（自身が教える側）,店長のリーダーシップ（指示型）,店長のリーダーシップ（支援・参加型）,店長のリーダーシップ（課題達成志向型）,店長の承認行動,店長の育成マインド,意見具申,上司の承認行動,上司の育成マインド,上司への意見具申,同僚との関係（フォロー）,同僚との関係（指摘）,同僚との関係（仕事以外）,同僚（他店店長）との関係,同僚（他店店長）との関係（指摘）,同僚（他店店長）との関係（仕事以外）,従業員のタイプ,権限委譲,公式化の度合い,傾聴スキル,役割の明確化,十分な資源,効果的なリーダーシップ,信頼関係のある環境,業績評価と報酬システム,メンバーの能力,パーソナリティ,役割の割り当て,多様性,チームの規模,メンバーの柔軟性,メンバーの嗜好,共通の目的,具体的な目標,チームの自信感,コンフリクトの程度
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,パート,200503,,2016,1976/6/23,,10,0,0,1,,R200503,,,4,4,3,5,5,1,3,3,3,3,4,3,4,3,3,3,1,5,5,5,3,5,5,4,5,1,5,5,5,3,3,3,3,4,4,3,4,4,3,3,3,3,3,5,2,3,3,3,4,3,5,3,4,3,2,2,2,1,3,3,4,3,5,3,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200504,,2019,2001/3/3,,22,0,0,1,,R200504,,,5,4,4,4,3,1,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,2,2,3,3,1,4,5,3,4,5,4,4,4,5,5,4,5,5,4,5,5,3,4,3,4,5,3,3,5,5,5,5,3,4,5,3,1,3,1,5,4,5,4,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,パート,200505,,2023,1991/3/24,,1,0,0,1,,R200505,,,1,1,2,3,1,1,1,3,3,2,1,1,3,1,1,3,5,2,3,3,2,3,2,3,2,1,2,1,5,1,3,1,1,1,1,1,1,1,1,3,3,1,5,4,5,3,2,2,4,3,2,1,1,3,1,5,5,3,3,2,2,1,2,1,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200506,,2013,1998/2/9,,7,0,0,1,,R200506,,,5,5,5,5,5,4,5,5,5,3,3,5,5,5,5,3,4,1,4,5,4,5,5,5,5,1,5,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,1,5,5,2,2,4,3,1,5,3,5,5,5,5,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,社員,200507,,2013,1988/12/9,,23,0,0,1,,R200507,,,5,5,5,5,5,1,5,4,5,3,4,4,4,5,5,2,5,1,1,5,5,4,2,5,5,3,3,5,1,1,5,5,5,4,5,5,4,5,5,5,5,5,5,4,1,5,5,5,1,5,4,5,5,3,2,2,5,2,3,3,5,5,5,5,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,アルバイト,200508,,2008,1972/11/28,,13,0,0,1,,R200508,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,5,5,5,3,4,5,4,4,3,5,5,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,社員,200509,,2024,1981/11/3,,17,0,0,1,,R200509,,,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,5,3,2,4,5,5,5,5,5,5,4,5,5,2,4,1,5,5,5,5,5,5,5,5,5,5,5,3,3,1,5,5,5,5,4,3,5,5,5,1,4,3,3,5,2,5,4,5,5,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,アルバイト,200510,,2016,2003/12/4,,19,0,0,1,,R200510,,,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,2,2,3,1,5,5,5,5,5,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200511,,2017,2001/11/10,,16,0,0,1,,R200511,,,4,4,5,5,5,5,5,5,5,4,3,2,4,4,5,4,4,4,1,5,4,3,3,5,5,2,5,5,1,5,5,5,5,5,5,5,5,5,5,3,1,3,4,4,5,2,4,4,1,5,5,4,5,5,4,4,3,1,1,4,4,5,4,4,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,アルバイト,200512,,2010,1987/10/20,,13,0,0,1,,R200512,,,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,3,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,5,3,4,5,3,4,5,5,3,2,4,1,2,2,2,5,5,5,5,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200513,,2005,2004/4/6,,3,0,0,1,,R200513,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,5,5,5,4,5,3,5,5,1,4,2,2,1,5,4,5,5,5,5,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,社員,200514,,2019,1989/5/3,,20,0,0,1,,R200514,,,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,1,5,5,3,3,3,3,3,3,4,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,2,3,3,3,1,3,4,3,3,3,5,2,3,3,1,5,3,3,3,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200515,,2023,2004/10/10,,23,0,0,1,,R200515,,,3,3,3,3,3,2,3,3,3,3,2,4,3,2,2,5,5,5,4,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,1,3,5,3,3,2,5,5,5,5,2,4,3,3,3,3,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200516,,2012,1998/5/8,,1,0,0,1,,R200516,,,4,4,4,4,4,5,4,4,4,5,4,4,5,5,4,2,4,2,4,3,2,4,4,4,4,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,2,1,4,4,4,5,4,5,4,3,1,3,5,2,4,3,4,4,4,4,4,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,パート,200517,,2022,1978/1/23,,22,0,0,1,,R200517,,,5,5,5,3,5,1,5,5,4,4,5,4,5,5,3,5,1,1,5,5,3,3,5,3,3,2,3,5,4,2,4,4,3,5,5,5,5,5,5,5,5,5,4,3,4,3,5,4,3,5,4,5,5,3,1,1,2,1,4,2,3,3,5,4,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,アルバイト,200518,,2015,1998/5/1,,0,0,0,1,,R200518,,,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,5,1,4,4,4,3,4,4,3,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,4,4,3,1,5,4,2,3,1,4,4,3,4,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,パート,200519,,2012,1978/10/12,,17,0,0,1,,R200519,,,3,2,3,5,3,2,3,3,3,2,2,3,3,3,3,3,2,4,1,2,3,3,3,3,3,1,3,3,1,1,3,5,5,2,3,2,2,3,2,3,3,3,3,1,3,3,3,3,2,3,5,3,3,1,5,4,3,4,4,5,3,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,社員,200520,,2016,2002/6/11,,4,0,0,1,,R200520,,,5,4,3,3,5,2,3,3,3,3,3,4,4,3,3,2,3,4,3,5,4,3,3,5,3,1,3,3,3,2,1,3,1,3,5,3,3,5,3,3,3,3,3,4,4,3,3,3,4,3,5,2,5,2,2,1,1,1,2,3,3,4,3,5,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,社員,200521,,2019,1995/9/26,,13,0,0,1,,R200521,,,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,1,2,1,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,5,4,5,4,4,1,4,2,3,5,3,1,4,4,4,4,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,パート,200522,,2006,2003/7/21,,2,0,0,1,,R200522,,,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,1,4,5,4,1,1,3,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,アルバイト,200523,,2010,1988/7/22,,19,0,0,1,,R200523,,,3,3,3,3,3,1,3,5,3,3,3,3,4,5,3,4,5,3,2,3,2,2,5,4,3,5,3,3,2,4,2,3,2,5,4,5,5,4,5,5,5,5,3,2,4,4,3,3,2,3,1,3,4,4,2,1,3,5,4,5,4,4,5,4,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,社員,200524,,2005,1971/1/6,,19,0,0,1,,R200524,,,3,4,3,3,4,4,4,3,3,4,2,4,4,5,2,4,3,1,5,4,3,4,4,4,2,2,2,5,1,1,2,2,2,5,4,5,5,4,5,4,4,5,4,2,3,2,4,4,1,4,3,2,4,5,2,5,1,2,2,3,4,4,4,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,社員,200525,,2013,1976/7/15,,25,0,0,1,,R200525,,,3,4,4,4,4,1,4,3,3,4,3,4,4,5,4,4,2,5,4,4,3,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,5,4,5,2,2,4,4,4,4,5,5,2,3,4,2,4,1,4,1,1,2,4,4,4,4,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,パート,200526,,2012,2000/2/1,,12,0,0,1,,R200526,,,3,3,1,3,3,2,3,1,1,3,3,3,3,3,3,3,1,2,4,3,3,3,3,3,3,1,3,3,5,3,3,3,1,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,1,3,4,1,3,3,5,2,4,4,1,1,3,3,3,3,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,パート,200527,,2017,1988/2/22,,17,0,0,1,,R200527,,,5,5,5,3,5,3,3,5,5,3,3,5,5,5,5,2,2,2,2,5,5,5,5,5,5,4,5,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,5,3,1,3,3,1,2,5,1,1,5,2,3,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,社員,200528,,2020,1979/10/17,,11,0,0,1,,R200528,,,5,5,5,5,5,1,5,4,4,5,5,5,5,4,4,4,2,3,2,5,5,5,5,5,5,1,5,5,2,4,4,4,4,5,5,5,5,5,5,5,5,4,5,2,5,4,5,5,1,4,3,5,5,2,5,4,4,1,2,2,5,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,アルバイト,200529,,2022,1989/11/10,,21,0,0,1,,R200529,,,2,4,3,3,3,4,5,3,2,1,3,4,4,4,5,2,1,5,3,3,2,3,2,4,3,2,3,3,1,5,3,1,3,3,4,5,3,4,5,5,5,5,2,1,4,5,4,2,2,5,1,4,4,3,1,1,4,5,3,2,4,3,2,3,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,社員,200530,,2023,1988/11/18,,9,0,0,1,,R200530,,,5,5,5,5,5,3,5,5,5,5,3,5,5,5,3,5,1,2,4,5,5,5,5,5,5,3,5,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,1,5,3,5,5,4,2,2,1,1,1,2,5,5,5,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,パート,200531,,2016,1983/11/13,,16,0,0,1,,R200531,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,3,3,3,3,3,5,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,5,3,3,3,3,3,3,3,3,2,2,5,4,4,2,4,3,3,3,3,5
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,パート,200532,,2017,1988/6/25,,23,0,0,1,,R200532,,,5,5,4,4,5,4,5,2,3,5,4,4,5,3,4,4,5,1,2,3,3,3,3,4,4,4,2,5,1,3,4,3,3,5,5,4,5,5,4,5,5,5,4,1,4,4,4,3,4,4,4,2,4,3,5,5,2,4,4,1,5,4,5,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200533,,2024,1977/12/22,,8,0,0,1,,R200533,,,5,5,5,4,4,3,5,5,5,5,5,5,5,5,4,5,3,2,5,4,5,5,5,5,5,1,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,5,4,1,2,4,5,5,5,4,5,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,アルバイト,200534,,2025,1994/3/26,,17,0,0,1,,R200534,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,2,5,4,5,5,1,5,3,1,3,1,4,5,5,5,5,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,アルバイト,200535,,2021,1983/7/3,,24,0,0,1,,R200535,,,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,5,2,2,4,2,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,3,3,3,3,1,3,3,1,2,3,3,2,3,1,3,3,3,3,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,アルバイト,200536,,2023,2005/10/19,,14,0,0,1,,R200536,,,5,5,4,5,5,2,4,4,5,4,5,5,5,5,5,4,5,1,1,4,3,3,3,4,4,4,4,4,3,4,4,3,3,4,5,5,4,5,5,5,5,5,2,5,1,5,5,5,3,5,4,5,5,1,1,2,4,4,3,5,5,4,4,4,3
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200017,,1018,1018店,パート･アルバイト,パート,200537,,2016,1985/7/23,,22,0,0,1,,R200537,,,3,3,3,3,3,1,3,3,3,4,2,2,2,3,4,5,2,1,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,3,3,3,2,3,5,3,3,1,4,5,5,5,5,4,3,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200018,,1019,1019店,パート･アルバイト,社員,200538,,2008,1979/1/8,,14,0,0,1,,R200538,,,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,1,4,3,5,5,5,5,5,5,2,5,5,4,1,1,5,4,5,5,5,5,5,5,5,3,1,1,2,1,3,5,5,3,5,4,3,5,3,4,2,1,1,3,4,5,5,5,5,2
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200019,,1020,1020店,パート･アルバイト,社員,200539,,2018,2000/11/24,,0,0,0,1,,R200539,,,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,4,3,4,3,5,5,5,5,5,5,1,5,5,2,4,4,5,4,5,5,5,5,5,5,5,4,4,3,1,5,3,4,5,4,4,2,4,5,4,4,4,5,1,4,5,4,5,5,4,2
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200000,,1001,1001店,パート･アルバイト,パート,200540,,2008,1993/3/2,,22,0,0,1,,R200540,,,4,5,5,5,4,1,5,5,4,5,5,5,5,4,5,5,1,3,2,4,2,4,3,5,5,3,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,4,3,3,5,5,5,5,4,5,5,5,5,2,3,4,2,3,4,3,5,5,5,5,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200001,,1002,1002店,パート･アルバイト,パート,200541,,2017,1970/4/15,,24,0,0,1,,R200541,,,2,2,3,2,3,1,2,3,3,2,2,4,3,5,5,4,5,3,1,1,1,1,3,2,2,1,2,4,1,1,5,3,3,3,2,3,3,2,3,5,5,5,2,1,5,4,3,3,4,3,5,2,2,5,3,4,2,3,2,4,2,2,2,2,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200002,,1003,1003店,パート･アルバイト,社員,200542,,2013,1976/7/12,,13,0,0,1,,R200542,,,3,3,3,3,3,1,3,3,3,3,2,2,3,4,4,3,5,4,1,3,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,3,3,3,3,3,4,3,3,2,4,3,5,5,3,1,3,3,3,3,5
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200003,,1004,1004店,パート･アルバイト,パート,200543,,2019,1974/3/18,,24,0,0,1,,R200543,,,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,1,3,5,3,3,3,3,2,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,3,5,3,3,3,3,1,2,5,2,3,3,1,3,3,3,3,2
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200004,,1005,1005店,パート･アルバイト,パート,200544,,2025,1977/5/20,,21,0,0,1,,R200544,,,2,2,3,4,3,1,2,4,3,2,3,1,2,5,2,5,3,4,5,4,2,2,3,2,1,2,3,1,4,2,4,4,3,2,2,3,2,2,3,3,2,3,2,1,2,3,5,4,4,4,4,3,2,3,5,1,2,5,4,2,3,3,3,3,1
26-Feb,H01,外食事業本部,D03,店舗運営3部,S02,課2,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200005,,1006,1006店,パート･アルバイト,アルバイト,200545,,2021,1983/1/11,,22,0,0,1,,R200545,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,3,1,3,2,3,3,3,3,1,3,3,2,4,2,2,2,3,2,2,3,2,2,3,3,3,2,5,3,3,3,3,5,3,4,3,3,1,2,2,2,2,4,2,3,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S03,課3,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200006,,1007,1007店,パート･アルバイト,社員,200546,,2024,1985/9/24,,3,0,0,1,,R200546,,,2,3,3,3,3,2,3,4,4,3,2,3,4,3,4,3,5,4,2,4,2,3,5,5,3,1,3,2,5,1,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,4,3,3,5,3,5,3,3,5,3,4,4,4,3,1,3,3,3,3,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S04,課4,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200007,,1008,1008店,パート･アルバイト,アルバイト,200547,,2018,1999/8/20,,20,0,0,1,,R200547,,,3,3,2,3,3,3,3,1,2,5,4,3,5,5,3,3,4,4,5,5,3,5,5,5,5,4,5,3,2,3,2,2,2,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,5,3,3,5,5,1,5,2,4,4,1,4,3,3,3,3,4
26-Feb,H01,外食事業本部,D03,店舗運営3部,S01,課1,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200008,,1009,1009店,パート･アルバイト,社員,200548,,2021,1976/1/2,,21,0,0,1,,R200548,,,4,4,5,5,4,2,3,3,3,3,2,4,5,1,5,3,5,2,4,5,5,4,4,3,3,3,3,5,3,1,3,3,2,3,3,3,3,3,3,2,2,1,3,5,2,5,3,3,2,5,5,3,3,4,3,5,3,1,4,3,5,5,5,4,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S02,課2,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200009,,1010,1010店,パート･アルバイト,アルバイト,200549,,2022,1983/4/14,,20,0,0,1,,R200549,,,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,3,2,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,2,5,5,3,3,5,2,2,5,2,5,5,5,5,4
26-Feb,H01,外食事業本部,D02,店舗運営2部,S03,課3,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200010,,1011,1011店,パート･アルバイト,パート,200550,,2010,2000/7/1,,4,0,0,1,,R200550,,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,4,5,5,4,3,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,4,5,3,5,4,4,2,2,2,5,1,1,5,4,5,5,3
26-Feb,H01,外食事業本部,D03,店舗運営3部,S04,課4,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200011,,1012,1012店,パート･アルバイト,アルバイト,200551,,2012,1985/10/12,,15,0,0,1,,R200551,,,3,3,2,3,3,1,3,3,3,3,4,3,3,3,4,3,5,4,1,3,2,4,4,4,3,5,3,4,3,5,3,3,3,4,3,3,4,3,3,4,5,5,1,2,2,4,3,3,4,3,2,3,2,5,5,3,5,2,1,5,3,3,3,3,1
26-Feb,H01,外食事業本部,D01,店舗運営1部,S01,課1,T03,係3,A03,中部,IND01,外食,ST01,居酒屋,200012,,1013,1013店,パート･アルバイト,パート,200552,,2014,2000/5/17,,18,0,0,1,,R200552,,,3,3,3,2,3,5,3,5,3,4,3,1,2,5,3,5,5,4,3,3,3,3,3,2,2,5,1,3,5,5,3,2,3,3,3,3,3,3,3,3,3,3,2,2,5,3,3,3,1,3,5,3,3,3,5,4,2,3,3,3,3,3,3,3,3
26-Feb,H01,外食事業本部,D02,店舗運営2部,S02,課2,T04,係4,A04,東北,IND01,外食,ST01,居酒屋,200013,,1014,1014店,パート･アルバイト,社員,200553,,2023,1988/4/14,,1,0,0,1,,R200553,,,2,3,4,3,4,3,5,4,1,4,2,4,4,3,5,2,1,2,2,3,3,4,3,3,3,3,3,3,3,1,5,3,3,3,5,5,3,5,5,3,3,3,2,4,2,4,3,3,1,3,1,4,2,3,4,5,2,4,5,3,3,4,2,2,5
26-Feb,H01,外食事業本部,D03,店舗運営3部,S03,課3,T05,係5,A05,九州,IND01,外食,ST01,居酒屋,200014,,1015,1015店,パート･アルバイト,社員,200554,,2015,1975/6/16,,23,0,0,1,,R200554,,,3,3,3,3,3,2,3,3,3,5,3,3,3,5,3,3,4,5,5,5,5,3,5,5,5,1,3,3,4,5,3,3,2,3,3,5,3,3,5,3,3,3,1,2,1,3,3,3,1,3,5,3,3,5,4,5,5,4,5,3,5,3,3,3,4
26-Feb,H01,外食事業本部,D01,店舗運営1部,S04,課4,T01,係1,A01,関東,IND01,外食,ST01,居酒屋,200015,,1016,1016店,パート･アルバイト,社員,200555,,2017,1993/11/4,,3,0,0,1,,R200555,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,5,4,4,4,4,4,4,1,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,2,4,1,4,4,1,3,5,2,5,3,5,4,4,4,4,1
26-Feb,H01,外食事業本部,D02,店舗運営2部,S01,課1,T02,係2,A02,関西,IND01,外食,ST01,居酒屋,200016,,1017,1017店,パート･アルバイト,パート,200556,,2015,1993/8/9,,23,0,0,1,,R200556,,,3,4,5,5,4,5,3,4,4,3,3,4,4,3,5,4,4,1,5,3,3,4,3,3,4,1,4,4,2,4,3,3,3,3,3,3,3,3,3,4,4,3,5,3,5,3,4,4,1,4,2,3,3,3,5,5,3,2,1,5,4,3,3,3,4
